Symbol,Name,Sector,Industry,Summary Quote,Exchange
TLRA,"Telaria, Inc.",Technology,Advertising,https://www.nasdaq.com/symbol/tlra,NYSE
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi,NYSE
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cato,NYSE
PKE,Park Electrochemical Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke,NYSE
PCMI,"PCM, Inc.",Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/pcmi,NASDAQ
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt,NYSE
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,NASDAQ
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb,NASDAQ
CHAP,"Chaparral Energy, Inc.",Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chap,NYSE
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx,NASDAQ
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,NASDAQ
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys,NASDAQ
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/csv,NYSE
PLSE,"Pulse Biosciences, Inc",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/plse,NASDAQ
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,NASDAQ
MRT,"MedEquities Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mrt,NYSE
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bdsi,NASDAQ
HOFT,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/hoft,NASDAQ
XBIT,XBiotech Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit,NASDAQ
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace,https://www.nasdaq.com/symbol/omab,NASDAQ
GMRE,Global Medical REIT Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/gmre,NYSE
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm,NASDAQ
ORC,"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc,NYSE
DS,Drive Shack Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds,NYSE
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/vsec,NASDAQ
SPLP,Steel Partners Holdings LP,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp,NYSE
DRYS,DryShips Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys,NASDAQ
LAC,Lithium Americas Corp.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac,NYSE
XAN,Exantas Capital Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/xan,NYSE
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlys,NYSE
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/himx,NASDAQ
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,NASDAQ
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy,NASDAQ
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl,NASDAQ
DGII,Digi International Inc.,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,NASDAQ
PAR,PAR Technology Corporation,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/par,NYSE
HOOK,HOOKIPA Pharma Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hook,NASDAQ
GERN,Geron Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gern,NASDAQ
INSG,Inseego Corp.,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg,NASDAQ
NOA,North American Construction Group Ltd.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa,NYSE
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,NASDAQ
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi,NASDAQ
UBX,"Unity Biotechnology, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx,NASDAQ
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/ufi,NYSE
RRTS,"Roadrunner Transportation Systems, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts,NYSE
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,NASDAQ
POWL,"Powell Industries, Inc.",Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/powl,NASDAQ
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin,NASDAQ
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo,NYSE
BKS,"Barnes & Noble, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks,NYSE
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc,NASDAQ
IESC,"IES Holdings, Inc.",Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/iesc,NASDAQ
GNK,Genco Shipping & Trading Limited ,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gnk,NYSE
DMRC,Digimarc Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,NASDAQ
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gpp,NASDAQ
JMEI,Jumei International Holding Limited,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei,NYSE
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast,NASDAQ
NITE,Nightstar Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite,NASDAQ
GSM,Ferroglobe PLC,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,NASDAQ
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra,NASDAQ
CAMT,Camtek Ltd.,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt,NASDAQ
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll,NYSE
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,NASDAQ
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imgn,NASDAQ
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hibb,NASDAQ
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo,NYSE
BCOV,Brightcove Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov,NASDAQ
AFI,"Armstrong Flooring, Inc.",Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,NYSE
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus,NASDAQ
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst,NASDAQ
AKRX,"Akorn, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,NASDAQ
TPCO,Tribune Publishing Company,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco,NASDAQ
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn,NASDAQ
HCLP,Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hclp,NYSE
RTIX,"RTI Surgical Holdings, Inc.",Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix,NASDAQ
AMRS,"Amyris, Inc.",Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,NASDAQ
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,NASDAQ
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,NASDAQ
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr,NASDAQ
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/calx,NYSE
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino,NASDAQ
TK,Teekay Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk,NYSE
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv,NASDAQ
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/mg,NYSE
ADAP,Adaptimmune Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,NASDAQ
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mlr,NYSE
KE,"Kimball Electronics, Inc.",Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,NASDAQ
SLP,"Simulations Plus, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/slp,NASDAQ
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl,NASDAQ
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr,NASDAQ
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa,NASDAQ
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo,NASDAQ
PHAS,"PhaseBio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/phas,NASDAQ
MR,Montage Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mr,NYSE
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd,NYSE
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,NASDAQ
ALBO,"Albireo Pharma, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,NASDAQ
APM,Aptorum Group Limited,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm,NASDAQ
TCRR,TCR2 Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcrr,NASDAQ
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love,NASDAQ
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,NASDAQ
ASMB,"Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,NASDAQ
HWKN,"Hawkins, Inc.",Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/hwkn,NASDAQ
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan,NYSE
MSB,Mesabi Trust,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb,NYSE
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar,NASDAQ
FC,Franklin Covey Company,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/fc,NYSE
IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin,NASDAQ
PRTH,"Priority Technology Holdings, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/prth,NASDAQ
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/hayn,NASDAQ
OPTN,"OptiNose, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/optn,NASDAQ
MIXT,MiX Telematics Limited,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt,NYSE
KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp,NYSE
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,NASDAQ
TCS,Container Store (The),Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tcs,NYSE
ZIXI,Zix Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi,NASDAQ
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra,NASDAQ
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb,NASDAQ
DPLO,"Diplomat Pharmacy, Inc.",Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo,NYSE
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/twi,NYSE
MEET,"The Meet Group, Inc.",Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet,NASDAQ
SIBN,"SI-BONE, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn,NASDAQ
BZH,"Beazer Homes USA, Inc.",Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh,NYSE
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains,https://www.nasdaq.com/symbol/vlgea,NASDAQ
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev,NASDAQ
KLDO,"Kaleido Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kldo,NASDAQ
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gnmk,NASDAQ
FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flxn,NASDAQ
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh,NYSE
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk,NASDAQ
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga,NASDAQ
CYCN,"Cyclerion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycn,NASDAQ
PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pgnx,NASDAQ
OMAD,One Madison Corporation,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/omad,NYSE
CRAI,"CRA International,Inc.",Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,NASDAQ
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,NASDAQ
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs,NYSE
FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fprx,NASDAQ
PDFS,"PDF Solutions, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/pdfs,NASDAQ
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp,NYSE
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp,NYSE
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap,NYSE
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/oxfd,NASDAQ
CYH,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh,NYSE
PRTA,Prothena Corporation plc,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prta,NASDAQ
CYRX,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,NASDAQ
TPNL,"3PEA International, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tpnl,NASDAQ
PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pdli,NASDAQ
DX,"Dynex Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx,NYSE
IMXI,"International Money Express, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxi,NASDAQ
ACRE,Ares Commercial Real Estate Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,NYSE
GTYH,"GTY Technology Holdings, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/gtyh,NASDAQ
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,NASDAQ
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,NASDAQ
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/wldn,NASDAQ
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl,NYSE
USX,"U.S. Xpress Enterprises, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usx,NYSE
NSSC,"NAPCO Security Technologies, Inc.",Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc,NASDAQ
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax,NASDAQ
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt,NASDAQ
AGYS,"Agilysys, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/agys,NASDAQ
PRQR,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prqr,NASDAQ
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm,NASDAQ
VRTV,Veritiv Corporation,Consumer Services,Paper,https://www.nasdaq.com/symbol/vrtv,NYSE
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg,NYSE
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,NASDAQ
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este,NYSE
TEUM,Pareteum Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/teum,NASDAQ
TBIO,"Translate Bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio,NASDAQ
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/gden,NASDAQ
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bpt,NYSE
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/gogo,NASDAQ
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk,NASDAQ
PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/pets,NASDAQ
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,NASDAQ
BHR,Braemar Hotels & Resorts Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bhr,NYSE
TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst,NYSE
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/grbk,NASDAQ
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd,NASDAQ
PKOH,Park-Ohio Holdings Corp.,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pkoh,NASDAQ
CTRL,Control4 Corporation,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,NASDAQ
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/cai,NYSE
VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/vec,NYSE
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva,NASDAQ
PI,"Impinj, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pi,NASDAQ
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,NASDAQ
ATRS,"Antares Pharma, Inc.",Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,NASDAQ
CIO,"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio,NYSE
NVEC,NVE Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec,NASDAQ
DCO,Ducommun Incorporated,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco,NYSE
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne,NASDAQ
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr,NYSE
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov,NASDAQ
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt,NASDAQ
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp,NASDAQ
MCFT,"MasterCraft Boat Holdings, Inc.",Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft,NASDAQ
SAFE,Safehold Inc.,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe,NYSE
ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,NASDAQ
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,NASDAQ
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt,NASDAQ
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,NASDAQ
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bstc,NASDAQ
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys,NASDAQ
PEI,Pennsylvania Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pei,NYSE
AVRO,"AVROBIO, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,NASDAQ
WBAI,500.com Limited,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai,NYSE
CINR,Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr,NYSE
RCUS,"Arcus Biosciences, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus,NYSE
CCR,CONSOL Coal Resources LP,Energy,Coal Mining,https://www.nasdaq.com/symbol/ccr,NYSE
CTT           ,"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctt,NYSE
AUTL,Autolus Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,NASDAQ
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet,NASDAQ
RILY,"B. Riley Financial, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,NASDAQ
HVT,"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hvt,NYSE
CORR,"CorEnergy Infrastructure Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/corr,NYSE
TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr,NYSE
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,NASDAQ
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,NASDAQ
AVH,Avianca Holdings S.A.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh,NYSE
AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd,NYSE
RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad,NYSE
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg,NYSE
IPI,"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi,NYSE
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,NASDAQ
